STT,Câu hỏi,Trả lời
66,Vue instance là gì? Làm thế nào để tạo một Vue instance?,"VueJS instance là gốc của tất cả các ứng dụng Vue. Nó là đối tượng JavaScript được tạo bởi hàm xây dựng 'Vue' và đóng vai trò là điểm khởi tạo để xây dựng một ứng dụng Vue. Ví dụ tạo Vue Instance: var app = new Vue({ el: '#app', data: { message: 'Hello GeeksForGeeks!' } });."
67,Watcher trong VueJS là gì?,"Một watcher trong Vue.js là một cơ chế được thiết kế để theo dõi các thay đổi trong các thuộc tính dữ liệu trong một thành phần. Nó cho phép các nhà phát triển thực thi các hàm cụ thể để phản ứng với những thay đổi đó, làm cho nó hữu ích để xử lý logic phức tạp khi các thuộc tính phản ứng được cập nhật."
68,Giải thích Virtual DOM trong VueJs?,"Trong VueJS, Virtual DOM (VDOM) là một cách tiếp cận được sử dụng để nâng cấp việc thực thi khi cập nhật các trang web. Nó hoạt động như một bản thiết kế của cấu trúc trang web thực, được giữ trong bộ nhớ. * Khi một thành phần Vue thay đổi, Vue trước tiên cập nhật VDOM thay vì chỉnh sửa trực tiếp DOM thực. * Sau đó, nó khớp VDOM đã cải thiện với VDOM trước đó để tìm ra số lượng thay đổi nhỏ nhất cần thiết trong DOM thực."
69,Giải thích Hooks trong VueJS?,"Hooks là một tính năng mới được giới thiệu trong VueJS 3. Hooks là các hàm cho phép thêm logic có thể tái sử dụng vào các thành phần. Chúng cho phép quản lý trạng thái, các sự kiện vòng đời và các tác dụng phụ trong các thành phần hàm. Một số hooks được sử dụng phổ biến nhất bao gồm: * 'onMounted': Hook 'onMounted' được kích hoạt ngay sau khi thành phần được gắn vào DOM. Nó tốt nhất để thực hiện các tác vụ như thao tác DOM hoặc tìm nạp dữ liệu. * 'onUnmounted': Hook 'onUnmounted' khởi tạo ngay trước khi thành phần bị loại bỏ khỏi DOM. Nó hoàn hảo để thực hiện các tác vụ dọn dẹp."
70,Vue CLI là gì và nó được sử dụng như thế nào?,"Vue CLI (Command Line Interface) là một công cụ hỗ trợ nhanh chóng các dự án VueJS. Đây là một tiện ích dòng lệnh cho phép bạn chọn từ một loạt các công cụ xây dựng. Với Vue CLI, các nhà phát triển có thể nhanh chóng thiết lập một dự án mới với các phương pháp hay nhất và các công cụ xây dựng hiện đại như Webpack hoặc Vite."
71,Thẻ anchor trong HTML là gì?,"Thẻ <a> (thẻ anchor) trong HTML được sử dụng để tạo một siêu liên kết trên trang web. Siêu liên kết này được sử dụng để liên kết trang web đến các trang web khác. Nó được sử dụng để cung cấp một tham chiếu tuyệt đối hoặc tham chiếu tương đối làm giá trị ""href"" của nó. Cú pháp: <a href = ""link""> Tên liên kết </a>."
72,Làm thế nào để tạo văn bản hoặc hình ảnh cuộn trên một trang web?,"Nhiệm vụ này có thể đạt được thông qua thẻ <marquee> trong HTML giúp tạo văn bản hoặc hình ảnh cuộn trên một trang web. Nó cuộn theo chiều ngang từ trái sang phải hoặc phải sang trái, hoặc theo chiều dọc từ trên xuống dưới hoặc dưới lên trên. Cú pháp: <marquee> <--- nội dung ---> </marquee>."
73,Bạn có thể áp dụng JS vào HTML của mình như thế nào?,"Các script có thể được đặt bên trong phần <body>, phần <head> của trang HTML, bên trong cả head và body, hoặc có thể được thêm vào từ bên ngoài. * JavaScript trong head: Một hàm JavaScript được đặt bên trong phần head của trang HTML và hàm được gọi khi một nút được nhấp. * JavaScript trong body: Một hàm JavaScript được đặt bên trong phần body của trang HTML và hàm được gọi khi một nút được nhấp. * External JavaScript (JavaScript bên ngoài): JavaScript cũng có thể được sử dụng dưới dạng các tệp bên ngoài. Các tệp JavaScript có phần mở rộng tệp .js. Để sử dụng một script bên ngoài, hãy đặt tên của tệp script trong thuộc tính src của thẻ script."
74,Làm thế nào bạn có thể hợp nhất các hàng và cột của một bảng HTML?,Chúng ta có thể sử dụng các thuộc tính colspan và rowspan với phần tử <td> và chỉ định số lượng hàng và cột cần hợp nhất bằng cách truyền một giá trị số cho các thuộc tính đã định nghĩa. Thuộc tính colspan có thể được sử dụng để hợp nhất các cột trong khi rowspan để hợp nhất các hàng.
75,Mục đích của việc sử dụng các phần tử <figure> và <figcaption> trong HTML5 là gì?,"Phần tử <figure> được sử dụng để hiển thị nội dung đa phương tiện trên trang web như âm thanh, video, v.v.. Trong khi đó, phần tử <figcaption> được sử dụng để đặt chú thích hoặc chú giải cho nội dung được hiển thị bởi phần tử <figure>."
76,Pseudo classes và pseudo elements trong CSS là gì?,"Các pseudo classes và pseudo elements là các thực thể khác nhau trong CSS. Chúng được gọi chung là pseudo selectors trong CSS. * pseudo classes: Là các lớp chọn các phần tử dựa trên trạng thái và vị trí của chúng. Một số pseudo classes là :hover, :focus, :nth-child, v.v.. * pseudo elements: Là các phần tử ảo chủ yếu được định nghĩa để tạo kiểu cho một phần cụ thể của một phần tử trong tài liệu HTML. Một số pseudo elements là ::before và ::after."
77,Media Queries trong CSS là gì?,Media queries là khối mã CSS được định nghĩa cho một chiều rộng hoặc phạm vi chiều rộng cụ thể. Chúng có thể được định nghĩa bằng từ khóa @media với screen để chỉ định kiểu cho một chiều rộng hoặc phạm vi chiều rộng cụ thể. Chúng được sử dụng rất phổ biến để tạo các thiết kế đáp ứng.
78,Làm thế nào để tạo các thiết kế đáp ứng (responsive designs)?,"Có một số khái niệm chính có sẵn trong CSS có thể giúp bạn tạo các thiết kế đáp ứng như được liệt kê dưới đây: * Sử dụng Media queries. * Sử dụng bố cục flexbox. * Sử dụng bố cục grid. * Sử dụng các thuộc tính CSS đáp ứng như percentage và vh, vw."
79,Làm thế nào bạn có thể tối ưu hóa việc tải các tệp CSS trong trình duyệt?,Có nhiều kỹ thuật có sẵn để tối ưu hóa việc tải các tệp CSS như được liệt kê dưới đây: * Giảm thiểu số lượng tệp CSS. * Nén CSS (CSS minification). * Tận dụng bộ nhớ cache của trình duyệt. * Tải các kiểu không cần thiết bằng cách sử dụng tải bất đồng bộ hoặc trì hoãn.
80,Ý nghĩa của ‘Cascading’ trong Cascading Style Sheet là gì?,"Cascading đại diện cho thứ tự ưu tiên trong việc áp dụng các kiểu. Các kiểu này có thể được định nghĩa bởi người dùng, tác giả hoặc chúng có thể là các kiểu trình duyệt mặc định. Thứ tự ưu tiên cho các kiểu là: kiểu người dùng > kiểu tác giả > kiểu trình duyệt mặc định."
81,Redux trong React là gì?,"Redux là thư viện quản lý trạng thái cho các ứng dụng React. Redux đơn giản giúp quản lý trạng thái của ứng dụng hoặc nói cách khác, nó được sử dụng để quản lý dữ liệu của ứng dụng. Nó được sử dụng với một thư viện như React. Để cài đặt Redux, sử dụng lệnh npm install redux react-redux."
82,Context API là gì?,Context API trong React được sử dụng để chia sẻ dữ liệu giữa các thành phần mà không cần truyền props (prop drilling) thủ công qua từng cấp độ. Nó cho phép tạo trạng thái toàn cục của dữ liệu cung cấp quyền truy cập toàn cục cho tất cả các thành phần. Context API bao gồm ba phần chính: * createContext(): Tạo một đối tượng Context. * Provider: Cung cấp trạng thái cho các thành phần. * useContext(): Truy cập trạng thái bên trong bất kỳ thành phần nào.
83,Sự khác biệt giữa Redux và Context API.,"Context API: Tính năng tích hợp sẵn của React để ngăn chặn prop drilling và chia sẻ trạng thái giữa các thành phần. Hoạt động tốt nhất cho việc chia sẻ trạng thái nhẹ (ví dụ: chủ đề, ngôn ngữ, trạng thái xác thực). Không cần cài đặt thêm. Mọi thành phần tiêu thụ đều render lại khi trạng thái cập nhật. Phù hợp cho các ứng dụng nhỏ đến trung bình (xác thực người dùng, cài đặt ngôn ngữ). Redux: Thư viện quản lý trạng thái để xử lý trạng thái toàn cục phức tạp. Tốt nhất cho các ứng dụng quy mô lớn với luồng dữ liệu phức tạp. Yêu cầu cài đặt Redux. Cập nhật hiệu quả bằng cách sử dụng kết xuất chọn lọc của Redux. Phù hợp cho các ứng dụng quy mô lớn, trạng thái phức tạp như bộ nhớ cache API, thông báo, phiên người dùng."
84,Prop drilling là gì?,"Prop drilling trong React đề cập đến quá trình truyền dữ liệu (props) từ một thành phần cha xuống các thành phần con lồng sâu thông qua nhiều thành phần trung gian, ngay cả khi các thành phần trung gian đó không trực tiếp sử dụng dữ liệu. Điều này có thể dẫn đến sự phức tạp không cần thiết và giảm khả năng bảo trì. Chúng ta có thể tránh prop drilling bằng hai cách: * Sử dụng Context API. * Sử dụng Custom Hooks."
85,Debouncing trong JavaScript là gì?,"Trong JavaScript, debouncing thường được sử dụng để tăng cường hiệu suất trình duyệt bằng cách đảm bảo rằng các hoạt động tốn kém (như tính toán phức tạp, gọi API hoặc cập nhật DOM) chỉ được thực thi khi cần thiết. JavaScript hoạt động trong một môi trường đơn luồng, nghĩa là nó chỉ có thể xử lý một hoạt động tại một thời điểm. Khi một số hành động được kích hoạt quá thường xuyên, chẳng hạn như trong quá trình cuộn hoặc gõ liên tục, nó có thể làm quá tải trình duyệt và gây ra hiệu suất chậm chạp."
86,Sự khác biệt giữa Java và JavaScript là gì?,Java: Ngôn ngữ lập trình hướng đối tượng (OOP). Được biên dịch thành bytecode (.class files) chạy trên JVM. OOP dựa trên lớp (Đối tượng được tạo từ các lớp). Nhanh hơn cho các tính toán nặng (vì nó chạy trên JVM). Thu gom rác tự động (JVM xử lý). JavaScript: Ngôn ngữ lập trình kịch bản cho phát triển web. Chạy trong trình duyệt (Frontend) và cả trên máy chủ (Node.js). OOP dựa trên prototype (Đối tượng kế thừa từ các đối tượng khác). Chậm hơn cho các tác vụ tốn CPU (đơn luồng). Thu gom rác tự động (trình duyệt/Node.js xử lý).
87,Template literal trong JavaScript là gì?,"Template Literal trong ES6 cung cấp các tính năng mới để tạo chuỗi, giúp kiểm soát tốt hơn các chuỗi động. Theo truyền thống, chuỗi được tạo bằng dấu nháy đơn (') hoặc dấu nháy kép (""). Template literal được tạo bằng ký tự dấu ngược (). Ví dụ: let s = \some string`;`."
88,Hàm bậc cao (higher-order function) trong React.js là gì?,Các Higher-Order Components (HOC) là phương pháp nâng cao để tái sử dụng logic chức năng của thành phần. Nó đơn giản là lấy thành phần gốc và trả về thành phần đã được tăng cường. Cú pháp: const EnhancedComponent = higherOrderComponent(OriginalComponent);.
89,Temporal Dead Zone (TDZ) trong JavaScript là gì?,"Temporal Dead Zone (TDZ) đề cập đến khoảng thời gian giữa việc vào một phạm vi và khai báo thực tế của một biến bằng cách sử dụng let hoặc const. Trong khoảng thời gian này, biến ở trạng thái ""chưa được khởi tạo"" và việc truy cập nó sẽ dẫn đến ReferenceError."
90,Sự khác biệt giữa phương thức call() và bind() là gì?,"Phương thức call(): Gọi một hàm ngay lập tức với giá trị this và các đối số đã cho. Thực thi hàm ngay lập tức. Trả về kết quả của việc thực thi hàm. Phương thức bind(): Trả về một hàm mới với giá trị this và các đối số được ràng buộc, nhưng không thực thi nó ngay lập tức. Không thực thi hàm ngay lập tức, thay vào đó trả về một hàm mới. Trả về một hàm mới với this được ràng buộc vĩnh viễn."
91,Có bao nhiêu loại chỉ thị trong AngularJS?,Có bốn loại chỉ thị trong AngularJS: * Chỉ thị phần tử (Element directives). * Chỉ thị thuộc tính (Attribute directives). * Chỉ thị lớp CSS (CSS class directives). * Chỉ thị bình luận (Comment directives).
92,Phương thức factory trong AngularJS là gì?,"Phương thức factory trong AngularJS làm cho quá trình phát triển ứng dụng AngularJS mạnh mẽ hơn. * Một factory là một hàm đơn giản cho phép chúng ta thêm một số logic vào một đối tượng đã tạo và trả về đối tượng đã tạo đó. * Factory cũng được sử dụng để tạo/trả về một hàm dưới dạng mã có thể tái sử dụng, có thể được sử dụng ở bất cứ đâu trong ứng dụng. * Bất cứ khi nào chúng ta tạo một đối tượng bằng cách sử dụng factory, nó luôn trả về một thể hiện mới cho đối tượng đó. * Đối tượng được trả về bởi factory có thể được tích hợp (injectible) với các thành phần khác nhau của framework Angularjs như controller, service, filter hoặc directive."
93,Chu trình digest trong AngularJS là gì?,"Chu trình digest là phần quan trọng nhất của quá trình liên kết dữ liệu trong AngularJS. Nó về cơ bản so sánh các phiên bản cũ và mới của mô hình phạm vi. Chu trình digest tự động kích hoạt. Nếu chúng ta muốn kích hoạt chu trình digest thủ công, chúng ta có thể sử dụng $apply()."
94,Angular router là gì?,"Angular router là một thư viện giúp quản lý điều hướng và định tuyến trong các ứng dụng Angular, cho phép hành vi ứng dụng trang đơn (SPA)."
95,Angular lifecycle hooks là gì?,"Angular lifecycle hooks là các phương thức cho phép bạn can thiệp vào các thời điểm quan trọng trong vòng đời của một thành phần. Dưới đây là các lifecycle hooks chính: * ngOnInit(): Được gọi một lần sau khi các thuộc tính liên kết dữ liệu của thành phần đã được khởi tạo. * ngOnChanges(changes: SimpleChanges): Được gọi bất cứ khi nào một hoặc nhiều thuộc tính đầu vào liên kết dữ liệu thay đổi. * ngDoCheck(): Được gọi trong mỗi lần chạy phát hiện thay đổi, cho phép bạn triển khai phát hiện thay đổi của riêng mình. * ngAfterContentInit(): Được gọi một lần sau khi Angular chiếu nội dung bên ngoài vào chế độ xem của thành phần. * ngAfterContentChecked(): Được gọi sau mỗi lần kiểm tra nội dung được chiếu. * ngAfterViewInit(): Được gọi một lần sau khi chế độ xem của thành phần (và các chế độ xem con) đã được khởi tạo. * ngAfterViewChecked(): Được gọi sau mỗi lần kiểm tra chế độ xem của thành phần (và các chế độ xem con). * ngOnDestroy(): Được gọi ngay trước khi Angular hủy thành phần, cho phép bạn dọn dẹp tài nguyên."
96,Vue-loader là gì?,"Vue Loader là một webpack loader cho VueJS cho phép viết các thành phần Vue ở định dạng tệp '.vue'. Nó trao quyền cho các ứng dụng VueJS sử dụng Các thành phần tệp đơn (SFCs), gói gọn HTML, CSS và JavaScript vào một tệp duy nhất. Chúng biên dịch các thành phần này thành các mô-đun JavaScript mà trình duyệt có thể hiểu, tạo điều kiện phát triển dựa trên thành phần trong các dự án VueJS."
97,Thảo luận về chỉ thị v-cloak trong VueJS?,"Chỉ thị v-cloak trong VueJS ẩn các thành phần cho đến khi chúng được biên dịch, ngăn chặn việc hiển thị các mẫu Vue chưa được biên dịch khi tải trang. Nó đảm bảo trải nghiệm người dùng liền mạch bằng cách loại trừ kết quả dao động được tạo ra bởi việc hiển thị chậm trễ, sử dụng CSS để ẩn các phần tử cho đến khi quá trình xử lý Vue hoàn tất."
98,Vue plugin là gì?,"Các nhà phát triển có thể tạo và thêm các tính năng cấp toàn cục vào Vue thông qua Vue plugin. Điều này có thể được sử dụng để thêm các phương thức có sẵn toàn cục vào một ứng dụng. VueFire, một Vue plugin thêm các phương thức và liên kết Firebase cụ thể vào toàn bộ ứng dụng, là một ví dụ về Vue plugin."
99,Kể tên một số trang web đang sử dụng VueJS?,"Một số trang web đang sử dụng VueJS là: Netflix, Adobe, Facebook, Gitlab, Xiaomi, Alibaba."
100,Làm thế nào bạn có thể cài đặt VueJS trong dự án của mình?,"Để cài đặt VueJS trong dự án của bạn, bạn có thể làm theo các bước sau: * Sử dụng CDN: Bao gồm VueJS trực tiếp qua một liên kết CDN trong tệp HTML của bạn. * Sử dụng npm: Cài đặt VueJS qua npm (Node Package Manager) cho các dự án nâng cao hơn: npm install vue. * Vue CLI Create Project: Tạo một dự án Vue mới bằng Vue CLI: vue create my-vue-app, sau đó cd my-vue-app và npm run serve."
