STT,Câu hỏi,Trả lời
70,Sự khác biệt giữa BeanFactory và ApplicationContext là gì?,"The BeanFactory Interface: Là giao diện gốc để truy cập một Spring bean container. Đây là container thực sự khởi tạo, cấu hình và quản lý một số bean. The ApplicationContext Interface: Được thiết kế trên giao diện BeanFactory. Giao diện ApplicationContext là container nâng cao tăng cường chức năng BeanFactory theo phong cách hướng framework hơn."
71,Mô tả vòng đời Spring bean.,"Vòng đời của Bean được quản lý bởi Spring container. Khi chạy chương trình, đầu tiên Spring container khởi động. Sau đó, container tạo instance của một bean theo yêu cầu, rồi các dependency được inject. Cuối cùng, bean bị hủy khi Spring container đóng lại."
72,Làm thế nào để Đặt Context Path trong Ứng dụng Spring Boot?,"Context path là một tiền tố cho đường dẫn URL được sử dụng để nhận dạng và phân biệt giữa các context khác nhau. Trong Spring Boot, mặc định các ứng dụng được truy cập bằng context path ""/"". Nghĩa là bạn có thể truy cập ứng dụng trực tiếp tại http://localhost:PORT/."
73,"Giải thích sự khác biệt giữa lời khuyên @Before, @After và @Around trong AOP.","@Around: Là lời khuyên hiệu quả nhất. Tham số đầu tiên là ProceedingJoinPoint. Mã nên chứa proceed() trên ProceedingJoinPoint để thực thi các dòng mã bên dưới. @Before: Lời khuyên này sẽ chạy như bước đầu tiên nếu không có lời khuyên @Around. Nếu có @Around, nó sẽ chạy sau phần đầu của @Around. @After: Lời khuyên này sẽ chạy như một bước sau lời khuyên @Before nếu không có lời khuyên @Around. Nếu có @Around, nó sẽ chạy sau phần cuối của @Around. @AfterReturning: Lời khuyên này sẽ chạy như một bước sau lời khuyên @After. Thường thì đây là nơi cần thông báo về kết quả thành công của phương thức."
74,Autowiring trong Spring là gì?,Spring container phát hiện các dependency được chỉ định trong file cấu hình và @ mối quan hệ giữa các bean. Điều này được gọi là autowiring trong Spring. Một ứng dụng autowired yêu cầu ít dòng mã hơn nhưng đồng thời cung cấp rất ít sự linh hoạt cho lập trình viên.
75,Spring Security là gì?,Spring Security là một framework cho phép lập trình viên sử dụng các thành phần JEE để đặt các giới hạn bảo mật trên các ứng dụng Web dựa trên framework Spring. Đây là một thư viện có thể được sử dụng và tùy chỉnh để phù hợp với yêu cầu của lập trình viên.
76,Spring IOC Container là gì?,"Spring IoC Container là cốt lõi của Spring Framework. Nó tạo các đối tượng, cấu hình và lắp ráp các dependency của chúng, quản lý toàn bộ vòng đời của chúng. Container sử dụng Dependency Injection (DI) để quản lý các thành phần tạo nên ứng dụng."
77,API (Application Programming Interface) là gì?,"API là viết tắt của Application Programming Interface, là một tập hợp các giao thức và chương trình con được các chương trình khác nhau sử dụng để giao tiếp với nhau. Một lập trình viên có thể sử dụng các công cụ API khác nhau để làm cho chương trình của họ dễ dàng và đơn giản hơn."
78,REST là gì?,REST (Representational State Transfer) là một kiểu kiến trúc định nghĩa tập hợp các ràng buộc để tạo dịch vụ web. REST API là một cách truy cập dịch vụ web một cách đơn giản và linh hoạt mà không cần bất kỳ quá trình xử lý nào. Công nghệ REST thường được ưu tiên hơn so với công nghệ SOAP (Simple Object Access Protocol) mạnh mẽ hơn.
79,URI là gì?,URI là viết tắt của Uniform Resource Identifier. Đây là một thuật ngữ kỹ thuật được sử dụng cho tên của tất cả các tài nguyên được kết nối với World Wide Web. URI thiết lập các giao thức trên internet để thực hiện kết nối giữa các tài nguyên.
80,RESTful là gì?,"RESTful web services thường có khả năng mở rộng cao, nhẹ và dễ bảo trì, được sử dụng để tạo API cho các ứng dụng dựa trên web. Nó phơi bày API từ một ứng dụng một cách an toàn và không trạng thái cho client. Giao thức cho REST là HTTP."
81,Các ràng buộc Kiến trúc REST API là gì?,"REST là một kiểu kiến trúc phần mềm định nghĩa tập hợp các quy tắc được sử dụng để tạo dịch vụ web. Các dịch vụ web tuân thủ kiểu kiến trúc REST được gọi là dịch vụ web RESTful. Có sáu ràng buộc kiến trúc làm nên bất kỳ dịch vụ web nào: Uniform Interface, Stateless, Cacheable, Client-Server, Layered System, Code on Demand."
82,Sự khác biệt giữa phương thức POST và PUT là gì?,"HTTP PUT Request: Yêu cầu thực thể đính kèm được lưu trữ dưới URI được cung cấp. HTTP POST Request: Yêu cầu máy chủ web chấp nhận dữ liệu được đính kèm trong phần thân của tin nhắn yêu cầu, rất có thể là để lưu trữ nó."
83,Mã trạng thái HTTP là gì?,"Mã trạng thái HTTP là một tập hợp các số ba chữ số tiêu chuẩn được máy chủ web sử dụng để thông báo kết quả của một yêu cầu HTTP do client thực hiện. Chúng cung cấp thông tin về việc yêu cầu có thành công, gặp lỗi hay yêu cầu hành động tiếp theo của client. Các nhóm mã bao gồm: 1xx (Thông tin), 2xx (Thành công), 3xx (Chuyển hướng), 4xx (Lỗi Client), 5xx (Lỗi Máy chủ)."
84,Làm thế nào để giữ REST API an toàn?,"Có ba loại cơ chế bảo mật cho API: - HTTP Basic Authentication: Agent người dùng HTTP cung cấp Tên người dùng và Mật khẩu. - API Keys: Được đưa vào để khắc phục tốc độ chậm và tính dễ bị tổn thương cao của HTTP Basic Authentication. - OAuth: Không chỉ là một phương pháp Xác thực hay Ủy quyền, mà còn là sự kết hợp của cả hai phương pháp. Khi một API được gọi bằng thông tin đăng nhập OAuth, người dùng đăng nhập vào hệ thống, tạo ra một token."
85,Cache-control headers là gì?,"Header Cache-Control là một header chung, chỉ định các chính sách caching của phản hồi máy chủ cũng như yêu cầu client. Về cơ bản, nó cung cấp thông tin về cách một tài nguyên cụ thể được lưu vào bộ đệm, vị trí của tài nguyên được lưu vào bộ đệm và tuổi tối đa của nó trước khi hết hạn (thời gian sống)."
86,API Integration là gì?,"Tích hợp API là quá trình kết nối hai hoặc nhiều ứng dụng hoặc quy trình phần mềm bằng cách sử dụng API. Điều này cho phép các hệ thống trao đổi dữ liệu và chức năng, cho phép chúng hoạt động đồng bộ. API là một tập hợp các giao thức, quy trình và công cụ được sử dụng để tạo phần mềm và ứng dụng."
