STT,Câu hỏi,Trả lời
34,CSS là gì?,"CSS (Cascading Style Sheets) là một ngôn ngữ được thiết kế đơn giản nhằm mục đích đơn giản hóa quá trình tạo trang web dễ trình bày. CSS cho phép bạn áp dụng các kiểu cho các trang web. Quan trọng hơn, CSS cho phép bạn thực hiện điều này độc lập với HTML tạo nên mỗi trang web. CSS dễ học và dễ hiểu, nhưng nó cung cấp khả năng kiểm soát mạnh mẽ đối với việc trình bày tài liệu HTML."
35,Tại sao chúng ta sử dụng CSS?,"Chúng ta sử dụng CSS vì những lý do sau: CSS tiết kiệm thời gian: Bạn có thể viết CSS một lần và tái sử dụng cùng một tệp trên nhiều trang HTML.Dễ bảo trì: Để thực hiện một thay đổi toàn cục, chỉ cần thay đổi kiểu, và tất cả các phần tử trong tất cả các trang web sẽ được cập nhật tự động.Công cụ tìm kiếm: CSS được coi là một kỹ thuật viết mã sạch, có nghĩa là các công cụ tìm kiếm sẽ không phải vật lộn để ""đọc"" nội dung của nó.Phong cách vượt trội so với HTML: CSS có một loạt các thuộc tính rộng hơn nhiều so với HTML, vì vậy bạn có thể tạo một giao diện tốt hơn nhiều cho trang HTML của mình so với các thuộc tính HTML.Duyệt web ngoại tuyến: CSS có thể lưu trữ các ứng dụng web cục bộ với sự trợ giúp của bộ nhớ cache ngoại tuyến. Bằng cách này, chúng ta có thể xem các trang web ngoại tuyến."
37,CSS khác CSS 3 như thế nào?,
38,Cú pháp cho CSS là gì?,"Một quy tắc kiểu CSS bao gồm một bộ chọn (selector), thuộc tính (property) và giá trị của nó. Bộ chọn chỉ đến phần tử HTML mà kiểu CSS sẽ được áp dụng. Thuộc tính CSS được phân tách bằng dấu chấm phẩy. Cú pháp: selector { Property: value; }."
39,Có bao nhiêu cách chúng ta có thể thêm CSS vào tệp HTML của mình?,"Có ba loại CSS, được đưa ra dưới đây: Inline CSS: Chứa thuộc tính CSS trong phần body gắn với phần tử. Kiểu này được chỉ định trong một thẻ HTML bằng cách sử dụng thuộc tính style.Internal hoặc Embedded CSS: Có thể được sử dụng khi một tài liệu HTML duy nhất cần được tạo kiểu độc đáo. Tập hợp quy tắc CSS nên nằm trong tệp HTML trong phần head, tức là CSS được nhúng trong tệp HTML.External CSS: Chứa một tệp CSS riêng biệt chỉ chứa thuộc tính kiểu với sự trợ giúp của các thuộc tính thẻ (Ví dụ: class, id, heading, v.v.). Thuộc tính CSS được viết trong một tệp riêng biệt với phần mở rộng .css và nên được liên kết với tài liệu HTML bằng cách sử dụng thẻ link. Điều này có nghĩa là đối với mỗi phần tử, kiểu có thể được đặt chỉ một lần và nó sẽ được áp dụng trên các trang web."
40,Làm thế nào chúng ta có thể thêm bình luận trong CSS?,"Bình luận là những câu lệnh trong mã của bạn bị trình biên dịch bỏ qua và không được thực thi. Bình luận được sử dụng để giải thích mã, làm cho chương trình dễ đọc và dễ hiểu hơn. Cú pháp: /* content */. Bình luận có thể là một dòng hoặc nhiều dòng."
41,‘a’ trong rgba có nghĩa là gì?,"RGBA chứa A (Alpha) chỉ định độ trong suốt của các phần tử. Giá trị của alpha nằm trong khoảng từ 0.0 đến 1.0, trong đó 0.0 đại diện cho hoàn toàn trong suốt và 1.0 đại diện cho không trong suốt. Cú pháp: h1 { color:rgba(R, G, B, A); }."
42,Màu HSL trong CSS là gì?,"HSL: HSL là viết tắt của Hue (Màu sắc), Saturation (Độ bão hòa) và Lightness (Độ sáng). Định dạng này sử dụng hệ tọa độ hình trụ. Hue (Màu sắc): Là độ của vòng tròn màu. Giá trị của nó nằm trong khoảng từ 0 đến 360, trong đó 0 đại diện cho màu đỏ, 120 đại diện cho màu xanh lá cây và 240 đại diện cho màu xanh lam.Saturation (Độ bão hòa): Nhận giá trị phần trăm, trong đó 100% đại diện cho hoàn toàn bão hòa, trong khi 0% đại diện cho hoàn toàn không bão hòa (xám).Lightness (Độ sáng): Nhận giá trị phần trăm, trong đó 100% đại diện cho màu trắng, trong khi 0% đại diện cho màu đen. Cú pháp: h1 { color:hsl(H, S, L); }."
43,Các thuộc tính border khác nhau trong CSS là gì?,"Các thuộc tính border trong CSS cho phép chúng ta đặt kiểu, màu sắc và chiều rộng của đường viền. Border Style (Kiểu đường viền): Thuộc tính border-style chỉ định loại đường viền. Không có thuộc tính border nào khác sẽ hoạt động nếu không đặt kiểu đường viền.Border Width (Chiều rộng đường viền): Chiều rộng đường viền đặt chiều rộng của đường viền. Chiều rộng của đường viền có thể ở dạng px, pt, cm hoặc thin, medium và thick.Border Color (Màu đường viền): Thuộc tính này được sử dụng để đặt màu của đường viền. Màu có thể được đặt bằng cách sử dụng tên màu, giá trị hex hoặc giá trị RGB. Nếu không chỉ định màu, đường viền sẽ kế thừa màu của chính phần tử đó."
44,Các kiểu dữ liệu trong JavaScript là gì?,"Các kiểu dữ liệu trong JavaScript được phân loại thành hai phần là kiểu nguyên thủy (primitive) và không nguyên thủy (non-primitive). Kiểu dữ liệu nguyên thủy (Primitive Data Type): Các kiểu dữ liệu được định nghĩa trước bởi ngôn ngữ JavaScript. Còn được gọi là kiểu dữ liệu tích hợp (in-built data types). Bao gồm: Numbers, Strings, Boolean, Symbol, Undefined, Null, BigInt.Kiểu dữ liệu không nguyên thủy (Non-Premitive Data Type): Các kiểu dữ liệu được dẫn xuất từ kiểu dữ liệu nguyên thủy. Còn được gọi là kiểu dữ liệu dẫn xuất (derived data types) hoặc kiểu dữ liệu tham chiếu (reference data types). Bao gồm: Objects, Functions, Arrays."
45,Ký hiệu nào được sử dụng cho bình luận trong JavaScript?,Có hai loại ký hiệu để biểu thị bình luận trong JavaScript: Dấu gạch chéo đôi (//): Bình luận một dòng.Dấu gạch chéo với dấu sao (/* ... */): Bình luận nhiều dòng.
46,"Kết quả của 3+2+""7"" sẽ là gì?","Kết quả: 57. Ở đây, 3 và 2 hoạt động như một số nguyên, và ""7"" hoạt động như một chuỗi. Vì vậy 3 cộng 2 sẽ là 5. Sau đó kết quả sẽ là 5+""7"" = 57."
47,Công dụng của hàm isNaN là gì?,"Hàm isNaN xác định xem giá trị được truyền có phải là NaN (Not a number) và thuộc loại ""Number"" hay không. Trong JavaScript, giá trị NaN được coi là một loại số. Nó trả về true nếu đối số không phải là số, ngược lại trả về false."
48,Cái nào nhanh hơn trong JavaScript và ASP script?,JavaScript nhanh hơn so với ASP Script. JavaScript là một ngôn ngữ kịch bản phía máy khách và không phụ thuộc vào máy chủ để thực thi. ASP script là một ngôn ngữ kịch bản phía máy chủ luôn phụ thuộc vào máy chủ.
49,Negative infinity (vô cực âm) là gì?,Vô cực âm (negative infinity) là một giá trị hằng số đại diện cho giá trị thấp nhất có sẵn. Điều đó có nghĩa là không có số nào nhỏ hơn giá trị này. Nó có thể được tạo ra bằng một hàm tự tạo hoặc bằng một phép toán số học. JavaScript hiển thị giá trị NEGATIVE_INFINITY là -Infinity.
50,Có thể chia mã JavaScript thành nhiều dòng không?,"Có, có thể chia mã JavaScript thành nhiều dòng trong một câu lệnh chuỗi. Nó có thể được chia bằng cách sử dụng '\n' (dấu gạch chéo ngược n)."
51,Công ty nào đã phát triển JavaScript?,"Netscape đã phát triển JavaScript, và nó được tạo ra bởi Brendan Eich vào năm 1995."
52,Các biến undeclared và undefined là gì?,"Undefined: Xảy ra khi một biến được khai báo nhưng không được gán bất kỳ giá trị nào. Undefined không phải là một từ khóa.Undeclared: Xảy ra khi chúng ta cố gắng truy cập bất kỳ biến nào chưa được khởi tạo hoặc khai báo trước đó bằng từ khóa var hoặc const. Nếu chúng ta sử dụng toán tử typeof để lấy giá trị của một biến chưa được khai báo, chúng ta sẽ gặp lỗi runtime với giá trị trả về là ""undefined"". Phạm vi của các biến chưa được khai báo luôn là global."
53,Viết mã JavaScript để thêm các phần tử mới một cách động.,"html <html> <head> </head> <body> <button onclick=""create()"">Click Here!</button> <script> function create() { let geeks = document.createElement('geeks'); geeks.textContent = ""Geeksforgeeks""; geeks.setAttribute('class', 'note'); document.body.appendChild(geeks); } </script> </body> </html>"
54,Các biến global là gì? Những biến này được khai báo như thế nào và những vấn đề liên quan đến chúng là gì?,"Ngược lại, biến global là các biến được định nghĩa bên ngoài các hàm. Các biến này có phạm vi global, vì vậy chúng có thể được sử dụng bởi bất kỳ hàm nào mà không cần truyền chúng vào hàm dưới dạng tham số. Ví dụ: javascript let petName = ""Kaalingas""; // Biến Global myFunction(); function myFunction() { console.log(""Inside myFunction - Type of petName:"", typeof petName); console.log(""Inside myFunction - petName:"", petName); } console.log(""Outside myFunction - Type of petName:"", typeof petName); console.log(""Outside myFunction - petName:"", petName); Vấn đề: Rất khó để gỡ lỗi và kiểm thử mã dựa vào các biến global."
55,NULL trong JavaScript có nghĩa là gì?,Giá trị NULL đại diện cho không có giá trị hoặc không có đối tượng. Nó được biết đến là giá trị/đối tượng rỗng.
56,Làm thế nào để xóa các giá trị thuộc tính cụ thể?,"Từ khóa delete xóa toàn bộ thuộc tính và tất cả các giá trị cùng một lúc. Ví dụ: let gfg={Course: ""DSA"", Duration:30}; delete gfg.Course;."
57,Hộp prompt là gì?,"Hộp prompt là một hộp thoại với một thông báo tùy chọn nhắc người dùng nhập một số văn bản. Nó thường được sử dụng nếu người dùng muốn nhập một giá trị trước khi vào một trang. Nó trả về một chuỗi chứa văn bản do người dùng nhập, hoặc null."
58,Từ khóa ‘this’ trong JavaScript là gì?,"Các hàm trong JavaScript là các đối tượng thiết yếu. Giống như các đối tượng, nó có thể được gán cho các biến, truyền cho các hàm khác và trả về từ các hàm. Và giống như các đối tượng, chúng có các thuộc tính riêng. Từ khóa ‘this’ lưu trữ ngữ cảnh thực thi hiện tại của chương trình JavaScript. Do đó, khi được sử dụng bên trong một hàm, giá trị của ‘this’ sẽ thay đổi tùy thuộc vào cách hàm được định nghĩa, cách nó được gọi và ngữ cảnh thực thi mặc định."
59,"Giải thích cách hoạt động của timer trong JavaScript. Cũng giải thích các nhược điểm của việc sử dụng timer, nếu có.","Timer thực thi một số mã cụ thể tại một thời điểm cụ thể hoặc một lượng nhỏ mã lặp lại để làm điều đó, bạn cần sử dụng các hàm setTimeout, setInterval, và clearInterval. Phương thức setTimeout() gọi một hàm hoặc đánh giá một biểu thức sau một số mili giây được chỉ định. (Tài liệu không đề cập rõ ràng nhược điểm của việc sử dụng timer trong phần này)."
60,ReactJS là gì?,"ReactJS là một thư viện JavaScript được sử dụng để xây dựng các thành phần có thể tái sử dụng cho lớp view trong kiến trúc MVC. Nó có hiệu suất cao và sử dụng virtual DOM để render các thành phần. Nó hoạt động ở phía client và được viết bằng JSX. Các tính năng quan trọng của React: Virtual DOM: React sử dụng virtual DOM để cập nhật và render các thành phần một cách hiệu quả, đảm bảo hiệu suất nhanh bằng cách giảm thiểu thao tác trực tiếp trên DOM.Kiến trúc dựa trên Component: React xây dựng UI bằng cách sử dụng các component độc lập, có thể tái sử dụng, làm cho mã trở nên module, dễ bảo trì và có khả năng mở rộng hơn.Hooks: React hooks cho phép các functional component quản lý trạng thái (state) và các tác dụng phụ (side effects), làm cho chúng mạnh mẽ và linh hoạt hơn."
61,Giải thích kiến trúc MVC.,"Kiến trúc Model-View-Controller (MVC) là một mẫu kiến trúc/thiết kế tách biệt một ứng dụng thành ba thành phần logic chính: Model, View và Controller. Mỗi thành phần kiến trúc được xây dựng để xử lý các khía cạnh phát triển cụ thể của một ứng dụng. Nó tách biệt lớp nghiệp vụ, logic và trình bày với nhau."
62,Giải thích các khối xây dựng của React.,"Năm khối xây dựng chính của React là: Components: Đây là các khối mã có thể tái sử dụng trả về HTML.JSX: Viết tắt của JavaScript và XML, cho phép bạn viết HTML trong React.Props và State: props giống như các tham số hàm và State tương tự như các biến.Context: Cho phép dữ liệu được truyền qua các component dưới dạng props trong một hệ thống phân cấp.Virtual DOM: Là một bản sao nhẹ của DOM thực tế, giúp thao tác DOM dễ dàng hơn."
63,Virtual DOM trong React là gì?,"Virtual DOM trong React là một biểu diễn trong bộ nhớ của DOM thực tế. Nó giúp React cập nhật và render giao diện người dùng một cách hiệu quả bằng cách so sánh trạng thái virtual DOM hiện tại và trước đó bằng cách sử dụng một quy trình gọi là diffing. Virtual DOM hoạt động như thế nào: Hiển thị hiệu quả: Virtual DOM là một biểu diễn trong bộ nhớ của DOM thực tế mà React sử dụng để tối ưu hóa quá trình cập nhật và render các thay đổi UI.Thuật toán Diffing: React so sánh các phiên bản hiện tại và trước đó của Virtual DOM bằng cách sử dụng thuật toán diffing, xác định tập hợp các thay đổi tối thiểu cần thiết để cập nhật DOM thực.Cập nhật theo lô (Batch Updates): Thay vì cập nhật DOM thực ngay lập tức, React gộp nhiều thay đổi để giảm các lần render lại không cần thiết, cải thiện hiệu suất.Cập nhật nhanh hơn: Vì việc cập nhật DOM thực chậm, React giảm thiểu các thao tác DOM trực tiếp bằng cách chỉ thực hiện các cập nhật khi cần thiết sau khi so sánh Virtual DOM.UI khai báo: Với Virtual DOM, React cho phép các nhà phát triển viết mã theo phong cách khai báo, để React xử lý khi nào và làm thế nào để cập nhật UI một cách hiệu quả."
64,JSX là gì?,"JSX về cơ bản là một phần mở rộng cú pháp của JavaScript thông thường và được sử dụng để tạo các phần tử React. Các phần tử này sau đó được render vào React DOM. Tất cả các thành phần React đều được viết bằng JSX. Để nhúng bất kỳ biểu thức JavaScript nào vào một đoạn mã được viết bằng JSX, chúng ta sẽ phải bao bọc biểu thức đó trong dấu ngoặc nhọn {}."
65,Components và các loại của chúng trong React là gì?,"Component là một trong những khối xây dựng cốt lõi của React. Mọi ứng dụng bạn phát triển trong React sẽ được tạo thành từ các mảnh gọi là component. Component giúp việc xây dựng UI dễ dàng hơn nhiều. Trong React, chúng ta chủ yếu có hai loại component: Functional Components: Các component chức năng chỉ đơn giản là các hàm JavaScript. Chúng ta có thể tạo một component chức năng trong React bằng cách viết một hàm JavaScript.Class Components: Các component lớp phức tạp hơn một chút so với các component chức năng. Các component chức năng không biết về các component khác trong chương trình của bạn trong khi các component lớp có thể làm việc với nhau. Chúng ta có thể truyền dữ liệu từ một component lớp này sang một component lớp khác."
66,Trình duyệt đọc JSX như thế nào?,"Nói chung, các trình duyệt không có khả năng đọc JSX và chỉ có thể đọc JavaScript thuần túy. Các trình duyệt web đọc JSX với sự trợ giúp của một transpiler. Transpiler được sử dụng để chuyển đổi JSX thành JavaScript được gọi là Babel."
67,"Giải thích các bước để tạo một ứng dụng React và in ra ""Hello World""?","Để cài đặt React, trước tiên, hãy đảm bảo Node đã được cài đặt trên máy tính của bạn. Sau khi cài đặt Node, mở terminal và gõ lệnh sau: npx create-react-app <<Application_Name>> Điều hướng đến thư mục: cd <<Application_Name>> Đây là mã ReactJS ""Hello World!"" đầu tiên: javascript import React from ""react""; import ""./App.css""; function App() { return <div className=""App"">Hello World !</div>; } export default App; Gõ lệnh sau để chạy ứng dụng: npm start"
68,Cách tạo một sự kiện trong React?,"Để tạo một sự kiện trong React, hãy gắn một hàm xử lý sự kiện (event handler) như onClick, onChange, v.v., vào một phần tử JSX. Định nghĩa hàm xử lý để chỉ định hành động khi sự kiện được kích hoạt, chẳng hạn như cập nhật state hoặc thực thi logic. Ví dụ: javascript function Component() { doSomething(e); { e.preventDefault(); // Một số phản hồi khác cho sự kiện } return <button onEvent={doSomething}></button>; }"
69,Giải thích cách tạo một danh sách (List) trong React?,"Danh sách rất hữu ích khi phát triển giao diện người dùng của bất kỳ trang web nào. Danh sách chủ yếu được sử dụng để hiển thị menu trên một trang web, ví dụ, menu thanh điều hướng. Để tạo một danh sách trong React, sử dụng phương thức map của mảng như sau: javascript import React from ""react""; import ReactDOM from ""react-dom""; const numbers =; const updatedNums = numbers.map((number) => { return <li> { number } </li>; }); ReactDOM.render( <ul> { updatedNums } </ul>, document.getElementById(""root""));"
70,"""key"" trong React là gì?","Một ""key"" là một thuộc tính chuỗi đặc biệt bạn cần bao gồm khi tạo danh sách các phần tử trong React. Keys được sử dụng trong React để xác định những mục nào trong danh sách đã được thay đổi, cập nhật hoặc xóa. Nói cách khác, keys được sử dụng để cung cấp một danh tính cho các phần tử trong danh sách."
71,MongoDB là gì và nó khác gì so với Cơ sở dữ liệu SQL truyền thống?,"MongoDB là một cơ sở dữ liệu NoSQL, có nghĩa là nó không sử dụng cấu trúc cơ sở dữ liệu quan hệ dựa trên bảng truyền thống. Thay vào đó, nó sử dụng một mô hình dữ liệu linh hoạt và hướng tài liệu, lưu trữ dữ liệu dưới định dạng BSON (Binary JSON). Không giống như các cơ sở dữ liệu SQL sử dụng hàng và cột, MongoDB lưu trữ dữ liệu dưới dạng các tài liệu giống JSON, giúp dễ dàng xử lý dữ liệu phi cấu trúc và cung cấp sự linh hoạt hơn về thiết kế schema."
72,Giải thích BSON và tầm quan trọng của nó trong MongoDB.,"BSON (Binary JSON) là một định dạng tuần tự hóa được mã hóa nhị phân được MongoDB sử dụng để lưu trữ tài liệu. BSON mở rộng JSON bằng cách thêm hỗ trợ cho các kiểu dữ liệu như ngày tháng và dữ liệu nhị phân, và nó được thiết kế để hiệu quả về cả không gian lưu trữ và tốc độ quét. Định dạng nhị phân cho phép MongoDB hiệu quả hơn trong việc truy xuất và lưu trữ dữ liệu so với JSON dựa trên văn bản."
73,Express.Js là gì?,"Express là một framework nhỏ nằm trên chức năng máy chủ web của Node.js để đơn giản hóa API của nó và thêm các tính năng hữu ích mới. Nó giúp tổ chức chức năng của ứng dụng dễ dàng hơn với middleware và routing; nó thêm các tiện ích hữu ích vào các đối tượng HTTP của Node.js; nó tạo điều kiện thuận lợi cho việc render các đối tượng HTTP động. Express là một phần của MEAN stack, một giải pháp JavaScript full stack được sử dụng để xây dựng các ứng dụng web sản xuất nhanh, mạnh mẽ và dễ bảo trì."
74,Tại sao sử dụng Express.Js?,"Express.js là một framework Node.js nhẹ cung cấp cho chúng ta khả năng tạo các ứng dụng web phía máy chủ nhanh hơn và thông minh hơn. Lý do chính để chọn Express là các đặc điểm về sự đơn giản, tối giản, linh hoạt và khả năng mở rộng của nó. Nó cung cấp thiết lập dễ dàng cho các middleware và routing."
75,Spring Boot là gì?,Spring Boot được xây dựng trên nền tảng Spring framework để tạo các ứng dụng web RESTful độc lập với cấu hình tối thiểu. Không cần máy chủ bên ngoài để chạy ứng dụng vì nó có các máy chủ nhúng như Tomcat và Jetty. Spring Boot framework là độc lập.Nó tạo ra các ứng dụng spring có thể thực thi ở cấp độ sản xuất.
76,Các tính năng của Spring Boot là gì?,"Có nhiều tính năng hữu ích của Spring Boot. Một số được đề cập dưới đây: Tự động cấu hình (Auto-configuration) – Spring Boot tự động cấu hình các phụ thuộc bằng cách sử dụng chú thích @EnableAutoconfiguration và giảm mã mẫu.Spring Boot Starter POM – Các Starter POM này là các phụ thuộc được cấu hình sẵn cho các chức năng như cơ sở dữ liệu, bảo mật, cấu hình maven, v.v..Spring Boot CLI (Command Line Interface) – Công cụ dòng lệnh này thường dùng để quản lý phụ thuộc, tạo dự án và chạy ứng dụng.Actuator – Spring Boot Actuator cung cấp kiểm tra sức khỏe, số liệu và giám sát các điểm cuối của ứng dụng. Nó cũng đơn giản hóa việc quản lý khắc phục sự cố.Máy chủ nhúng (Embedded Servers) – Spring Boot chứa các máy chủ nhúng như Tomcat và Jetty để chạy ứng dụng nhanh chóng. Không cần máy chủ bên ngoài."
77,Django là gì?,"Django là một framework phát triển web full-stack tạo điều kiện thuận lợi cho việc tạo và duy trì các trang động chất lượng cao, đồng thời khuyến khích phát triển nhanh chóng và phong cách sạch sẽ, thực dụng. Django giúp tự động hóa các hoạt động lặp lại dễ dàng hơn, dẫn đến quy trình phát triển hiệu quả hơn với ít dòng mã hơn."
78,Sự khác biệt giữa Flask và Django?,
79,Git là gì?,Git là một hệ thống kiểm soát phiên bản phân tán (DVCS) được sử dụng để theo dõi các thay đổi trong mã nguồn trong quá trình phát triển phần mềm. Nó cho phép nhiều nhà phát triển cùng làm việc trên một dự án mà không làm gián đoạn các thay đổi của nhau. Git đặc biệt phổ biến vì tốc độ và khả năng quản lý các dự án nhỏ và lớn một cách hiệu quả.
80,Kho lưu trữ (repository) trong Git là gì?,"Một kho lưu trữ Git (hoặc repo) giống như một cấu trúc tệp lưu trữ tất cả các tệp cho một dự án. Nó tiếp tục theo dõi các thay đổi được thực hiện đối với các tệp này theo thời gian, giúp các nhóm làm việc cùng nhau một cách đồng bộ. Git có thể kiểm soát cả kho lưu trữ cục bộ (trên máy của bạn) và kho lưu trữ từ xa (thường được lưu trữ trên các nền tảng như GitHub, GitLab hoặc Bitbucket), cho phép làm việc nhóm và sao lưu."
81,Thẻ neo (anchor tag) trong HTML là gì?,"Thẻ <a> (thẻ neo) trong HTML được sử dụng để tạo một siêu liên kết trên trang web. Siêu liên kết này được sử dụng để liên kết trang web với các trang web khác. Nó được sử dụng để cung cấp một tham chiếu tuyệt đối hoặc một tham chiếu tương đối làm giá trị ""href"" của nó. Cú pháp: <a href = ""link""> Link Name </a>."
82,Các phần tử void (void elements) là gì?,"Các phần tử chỉ có thẻ mở và không chứa bất kỳ nội dung nào bên trong, những phần tử này được gọi là Void Elements. Nó chỉ có thể có thuộc tính nhưng không chứa bất kỳ loại nội dung nào. Ví dụ về các phần tử như vậy là <br>, <hr>, <img>, <input>, <link>, <base>, <meta>, <param>, <area>, <embed>, <col>, <track>, <source>, v.v.."
83,Làm thế nào để thay đổi một phần tử inline thành một phần tử cấp khối (block-level element)?,"Chúng ta có thể thực hiện tác vụ này bằng cách sử dụng thuộc tính display với giá trị là ""block"", để thay đổi phần tử từ inline sang phần tử cấp khối."
84,Thẻ Container khác thẻ Empty trong HTML như thế nào?,"Thẻ Container: Thường được chia thành ba phần, tức là thẻ mở, nội dung (sẽ hiển thị trên trình duyệt) và thẻ đóng. Trong phần nội dung, chúng cũng có thể chứa một số thẻ khác. Các thẻ mở và đóng này được sử dụng theo cặp. Ví dụ: <html>….</html>, <head>…</head>, <title>…</title>, <body>….</body>, v.v..Thẻ Empty: Các thẻ không chứa bất kỳ thẻ đóng nào được gọi là thẻ rỗng. Các thẻ rỗng chỉ chứa thẻ mở nhưng chúng thực hiện một số hành động trong trang web. Ví dụ: <br>, <link>, <img>, <hr>, <meta>, <source>, v.v.."
85,Các thẻ nào được sử dụng để phân tách một phần văn bản?,Thẻ <br>: Thường thẻ <br> được sử dụng để phân tách dòng văn bản. Nó ngắt dòng hiện tại và chuyển luồng sang dòng tiếp theo.Thẻ <p>: Thẻ <p> chứa văn bản dưới dạng một đoạn văn mới.Thẻ <blockquote>: Được sử dụng để định nghĩa một phần trích dẫn lớn.
86,Có bao nhiêu cách bạn có thể áp dụng CSS vào tệp HTML của mình?,"Có 3 cách chúng ta có thể thêm CSS vào tệp HTML của mình, chúng được đưa ra dưới đây: Inline CSS: Inline CSS chứa thuộc tính CSS trong phần body gắn với phần tử được gọi là inline CSS. Loại kiểu này được chỉ định trong một thẻ HTML bằng cách sử dụng thuộc tính style.Internal hoặc Embedded CSS: Có thể được sử dụng khi một tài liệu HTML duy nhất phải được tạo kiểu độc đáo. Bộ quy tắc CSS nên nằm trong tệp HTML trong phần head, tức là CSS được nhúng trong tệp HTML.External CSS: External CSS chứa một tệp CSS riêng biệt chỉ chứa thuộc tính kiểu với sự trợ giúp của các thuộc tính thẻ (Ví dụ: class, id, heading, v.v.). Thuộc tính CSS được viết trong một tệp riêng biệt với phần mở rộng .css và nên được liên kết với tài liệu HTML bằng cách sử dụng thẻ link."
87,Làm thế nào để bao gồm một tệp CSS vào một tệp khác?,"Có thể bao gồm một tệp CSS vào một tệp khác và điều này có thể được thực hiện nhiều lần. Ngoài ra, nhập nhiều tệp CSS vào tệp HTML chính hoặc vào tệp CSS chính. Điều này có thể được thực hiện bằng cách sử dụng từ khóa @import."
88,Bạn có thể áp dụng JS vào HTML của mình như thế nào?,"Các script có thể được đặt bên trong body, phần head của trang HTML, bên trong cả head và body, hoặc có thể được thêm từ bên ngoài. JavaScript trong head: Một hàm JavaScript được đặt bên trong phần head của trang HTML và hàm được gọi khi một nút được nhấp.JavaScript trong body: Một hàm JavaScript được đặt bên trong phần body của trang HTML và hàm được gọi khi một nút được nhấp.External JavaScript: JavaScript cũng có thể được sử dụng dưới dạng tệp bên ngoài. Các tệp JavaScript có phần mở rộng tệp .js. Để sử dụng một script bên ngoài, đặt tên của tệp script trong thuộc tính src của thẻ script. Các script bên ngoài không thể chứa thẻ script."
89,Các thẻ logical và physical trong HTML là gì?,"Các thẻ Physical và Logical được sử dụng trong HTML để cải thiện khả năng hiển thị và hiểu văn bản của người dùng trên trang web. Tuy nhiên, cả hai thẻ khác nhau theo tên của chúng. a) Logical Tag: Thẻ này được sử dụng trong HTML để hiển thị văn bản theo các kiểu logic. Các thẻ Logical thường được sử dụng trong HTML bao gồm: <abbr>, <acronym>, <address>, <cite>, <code>, <blockquote>, <del>, <dfn>, <ins>, <kbd>, <pre>, <q>, <strong>, <var>. b) Physical Tag: Thẻ này được sử dụng trong HTML để cung cấp định dạng vật lý thực tế cho văn bản. Các thẻ Physical thường được sử dụng trong HTML bao gồm: <b>, <big>, <i>, <small>, <sup>, <sub>, <tt>, <u>."
90,MathML trong HTML 5 là gì?,"MathML xuất hiện trong HTML5, phiên bản MathML hiện tại là 3 được giới thiệu vào năm 2015. MathML là viết tắt của Mathematics Markup Language (Ngôn ngữ đánh dấu toán học). Nó được sử dụng để biểu diễn phương trình hoặc biểu thức toán học trong các trình duyệt web giống như các phần tử HTML khác. MathML được hỗ trợ trong HTML5, tất cả các thẻ MathML phải được sử dụng bên trong các thẻ <math> và </math>. MathML được sử dụng để mô tả toán học làm cơ sở cho giao tiếp giữa máy với máy."
91,Chúng ta có thể chồng chéo các phần tử trong CSS không?,"Có, có thể chồng chéo các phần tử trong CSS. Việc tạo hiệu ứng lớp phủ (overlay effect) đơn giản có nghĩa là đặt hai div cùng một vị trí nhưng cả hai div chỉ xuất hiện khi cần thiết, tức là khi di chuột hoặc khi nhấp vào một trong các div để làm cho cái thứ hai xuất hiện. Overlay rất sạch sẽ và mang lại cho trang web một cái nhìn gọn gàng. Overlay có thể được tạo bằng hai thuộc tính CSS đơn giản: Thuộc tính z-index được sử dụng để di chuyển các phần tử trên trục z, tức là vào hoặc ra khỏi màn hình. Nó được sử dụng để định nghĩa thứ tự của các phần tử nếu chúng chồng chéo với nhau.Thuộc tính position trong CSS cho biết phương thức định vị cho một phần tử hoặc một thực thể HTML."
